"","OTHER_PCP_RATE_PREV","CHILDREN_IN_POVERTY","PCT_EXCESSIVE_DRINKING","SEVERE_HOUSING_PROBLEMS","DRUG_POISONING_MORTALITY_RATE","OTHER_PCP_RATIO_PREV","LIMITED_TO_HEALTHYFOOD","CHLAMYDIA_CASES","PCT_UNEMPLOYED","AVG_DAILY_PM25","DRUG_POISONING_DEATHS","MAMMO_MEDICARE_ENROLLEES","NATIVE_HAWAIIAN","HIV_RATE","ANNUAL_VIOLENT_CRIMES","DENTISTS_RATIO","PCT_SINGLE_PARENT_HOUSEHOLDS","ASIAN","PCT_RURAL","SOME_COLLEGE_POPULATION","HIV_CASES","PRIMARY_CARE_PHYS_RATIO","AMERICAN_INDIAN","PCT_LBW","PRIMARY_CARE_PHYSICIANS","INJURY_DEATHS_RATE","UNEMPLOYED","CHILD_MORTALITY_RATE","MOTOR_VEHICLE_MORTALITY_RATE","TEEN_BIRTHS","AGE_65_AND_GREATER","HISPANIC","PCT_SMOKERS","PCT_SEVERE_HOUSING_PROBLEMS","PCT_FEMALE","PCT_OBESE","GRADUATION_RATE","CHLAMYDIA_RATE","PCT_DRIVE_ALONE","PCT_MAMMOGRAPHY","POP_IN_VIOLATIONS","PCT_ALC_IMPAIRED","DENTISTS_RATIO_PREV","SOME_COLLEGE","PCT_SOME_COLLEGE","CHILD_TOTAL_DEATHS","UNINSURED_CHILDREN","LONG_COMMUTE_DRIVE_ALONE","PCT_FAIR_POOR_HEALTH","PCT_NO_SOCIAL_EMO_SUPPORT","HEALTH_CARE_COSTS","INJURY_DEATHS","ACSC_RATE","State","COUNTY","STATE_SHORT","VIOLENT_CRIME_RATE","HOMICIDE_RATE","FUND_AMOUNT"
"580",208,231,27.8,170,0,1128,721.2988749,8,5.778032037,67,0,78,0.131268049,1218,10.66666667,2069,33.6996337,0.498818588,100,689,156,529,4.961932266,6.7,1,106.3,101,62.39202819,42.07305412,20,22.96220108,3.596744552,16.2,10.33434651,50.01312681,29.3,91.13924051,209.3,74.38858696,51.28205128,752,33.33333333,2094,392,56.89404935,25,103,32,14.2,17.4,8827.866246,20,56.17525425,"IDAHO","LEWIS","ID",284.5203165,0,0
"581",2101,360,22.5,240,0,1817,2123.301356,9,9.143296197,598,0,40,0.213136989,1218,5,1120,16.99115044,0.465026158,100,1265,156,710,1.298198024,6.5,1,83.7,238,62.39202819,37.97283482,65,11.55959826,29.3741523,20.8,13.2231405,48.22708777,25.7,85.9375,173.5,67.92014856,55,616,18.18181818,1130,466,36.83794466,25,301,49.8,14.6,16.9,8130.096669,21,44.09209367,"IDAHO","LINCOLN","ID",125.323753,0,0
"582",2535,1962,3.2,2360,0,1567,3291.102304,18,5.484841472,606,0,96,0.280223121,1218,20.33333333,2088,11.0099253,1.078594655,28.46334186,7870,156,1709,0.359531552,5,21,28,948,91.70706144,8.879094978,205,5.814822725,6.215137336,3.1,23.91084093,50.98738996,26,100,47.5,62.02066299,43.75,246,6.25,2127,6609,83.97712834,35,1155,19.9,10.6,8.7,7930.703145,51,46.7032506,"IDAHO","MADISON","ID",53.45953289,0,0
"583",2901,1375,13.4,780,10.3126197,16,1156.005207,47,6.076289055,624,14,177,0.039723919,1218,30,540,25.67896936,0.580962312,44.22243261,4487,156,254,2.090471225,7.9,7,75.8,634,62.39202819,32.41109049,325,15.26176573,32.64809574,15.2,11.55555556,49.54565768,30.1,73.10469314,233.2,77.8779473,52.54237288,861,25,555,1750,39.00156006,25,785,15,21.6,22.6,6062.48369,74,47.04979431,"IDAHO","MINIDOKA","ID",153.1263292,0,0
"584",108,1594,18.6,2025,14.06230341,1228,1609.482927,162,5.948963317,71,38,360,0.103987014,1159,55,1752,30.77751196,0.748199249,19.16465045,9206,124,1300,5.668560414,6,31,94.7,1119,58.28694664,19.98327326,295,18.37545218,2.944607893,19.8,12.52706465,50.45145582,32.2,82.77227723,409.7,81.23178444,67.5,1155,17.94871795,1774,6085,66.09819683,20,795,11.5,15.2,17.9,7741.634717,184,51.0665376,"IDAHO","NEZ PERCE","ID",139.8826681,0,0
"585",2950,211,13.4,190,0,1329,199.7537896,28,4.117147708,73,0,36,0.047382137,1218,4.666666667,877,19.26910299,0.521203506,100,890,156,1405,0.521203506,8.4,3,75.8,97,62.39202819,21.23873782,29,17.69869514,3.340440654,18.9,12.21864952,48.99312959,31.7,95.67567568,186.35,70.53349876,63.88888889,2,18.18181818,907,409,45.95505618,25,142,27,10.7,17.4,7916.375182,70,50.36911398,"IDAHO","ONEIDA","ID",109.9677952,0,0
"586",766,949,6.6,685,0,600,835.256118,36,4.693697664,627,0,75,0.14015417,1218,18.33333333,1171,26.92307692,0.779607568,77.29481173,2698,156,756,4.887876664,5.6,2,73.7,213,88.4825247,21.5353433,136,14.95760119,25.28906798,17.7,17.06102117,48.76489138,30.1,82.66897747,314.7,71.06470858,56,663,35.71428571,1194,901,33.39510749,12,630,40.8,19.8,19.9,8537.886916,42,44.00131962,"IDAHO","OWYHEE","ID",161.6078512,0,0
"587",2709,1626,13.2,940,7.102181015,1467,1989.125385,81,7.977823717,516,11,168,0.093275295,1195,61.33333333,2147,26.3650546,0.97272808,42.66896521,5145,2,749,1.390246069,7.3,4,68.6,849,68.80733945,14.85001485,276,16.28163788,15.12392289,23.7,11.31848284,50.60406858,27.5,75.20814061,358,77.42402316,49.4047619,1236,21.05263158,2153,2799,54.40233236,18,752,17,17.6,21.1,7999.739536,77,42.64250457,"IDAHO","PAYETTE","ID",268.0613627,0,0
"588",1343,585,10.5,335,0,113,506.5827187,14,8.054452638,23,0,51,0.154579415,1218,11.66666667,778,16.08952703,0.43797501,42.58667008,1808,156,539,2.833955945,8.6,2,89.2,284,62.39202819,26.43354795,113,13.11391103,30.28468376,12.5,12.88461539,48.47352828,29.9,86.49885584,180.3,76.18905175,41.17647059,592,31.81818182,798,881,48.72787611,25,335,20.8,19.1,22.3,7155.507241,34,24.68118226,"IDAHO","POWER","ID",149.623803,0,0
"589",1024,744,20.7,880,15.50147264,374,249.8447831,47,11.63310962,120,14,137,0.118445989,1218,36,95,31.02073365,0.450094757,56.03603604,2695,156,1714,1.539797852,6.6,7,120.7,728,62.39202819,18.82321678,130,20.61092741,3.316487682,25.5,15.23809524,49.960518,30.4,76.67238422,370.9,78.93447642,47.44525547,1577,27.27272727,112,1354,50.24118738,25,232,17.7,22.4,19.7,8862.415895,78,64.08057685,"IDAHO","SHOSHONE","ID",280.9281032,0,0
"590",2711,618,19.9,815,0,1466,231.5096948,6,5.737553211,622,0,50,0.15754234,1218,6.333333333,2111,21.03270224,0.403702245,100,3465,156,1630,0.580937377,6.7,6,80.8,310,62.39202819,19.25730975,64,7.76959809,17.17211501,10.3,21.5323646,47.36116581,25.5,83.27402135,59,66.9239905,62,1349,20,2119,2378,68.62914863,25,607,33.6,13.2,16.2,8948.0841,38,44.74543115,"IDAHO","TETON","ID",64.1480131,0,0
"591",2614,5611,13.1,3665,8.78052207,1521,3093.698279,168,6.556291391,35,45,625,0.156262008,1181,199.3333333,1746,26.44318509,1.238568538,27.99041823,19232,286,1605,1.265466096,7.1,47,78.8,2574,80.21292887,21.07325297,926,14.3711432,14.09944412,17.8,13.26696833,50.67756231,25.3,75.52301255,215.4,80.20993042,59.68,613,53.65853659,1756,10827,56.29679701,66,2449,12.7,14,15.3,8468.364059,295,47.30526888,"IDAHO","TWIN FALLS","ID",259.4540185,2.146349839,0
"592",2282,377,16.7,715,0,1711,696.8413462,14,11.44224494,591,0,125,0.02081382,1218,27.33333333,1682,19.5819582,0.405869497,100,2180,156,807,0.926215007,5,15,75,526,62.39202819,16.57425265,52,19.11995809,4.100322614,18,16.28701595,48.54823603,25.8,70.84337349,145.3,70.94565683,61.6,233,33.33333333,1692,1219,55.91743119,25,258,12.3,15.2,13.4,7327.863123,37,33.72497689,"IDAHO","VALLEY","ID",284.6530357,0,0
"593",1825,675,10.3,595,0,1981,967.624068,19,8.382107023,548,0,101,0.137849547,1218,11,556,35.52361396,1.063410792,45.56775838,2229,156,1890,1.319417093,6.1,5,67.3,401,62.39202819,21.23873782,103,21.34864838,17.24103978,16.9,14.83790524,50.74832611,28.9,91.17647059,185.3,71.92219094,57.42574257,2,33.33333333,583,1017,45.62584118,25,348,31.5,18.8,19.9,8000.386298,34,47.80657856,"IDAHO","WASHINGTON","ID",107.4953582,0,0
"594",2187,2613,16.4,2865,8.317835145,1763,2358.654003,223,6.209354848,78,39,840,0.017865384,1305,203.6666667,1795,27.57209793,0.665485566,32.59913864,15660,311,1226,0.180142625,7.1,57,58.2,2282,54.55712452,9.384224266,598,17.92044288,1.266953505,29.5,10.55248619,51.36000238,30.3,89.0157967,332,82.62921,62.73809524,1338,26.92307692,1830,10111,64.56577267,34,532,14,19,15,9331.028938,195,91.00899428,"ILLINOIS","ADAMS","IL",355.1355153,2.772611715,0
"595",746,846,19.6,440,0,620,1724.005624,88,11.37158852,300,0,97,0.124766064,909,111.5,773,64.41129462,0.386774797,61.85967468,1805,225,570,0.386774797,11.7,2,71,325,60.88137498,28.15688353,178,17.82395457,2.008733625,19.9,13.27300151,49.34497817,32.7,84.02776282,1095.1,83.21333839,57.73195876,2,10,872,691,38.28254848,24,62,42.9,14.1,17.5,9049.458759,30,85.52189244,"ILLINOIS","ALEXANDER","IL",1351.433247,0,0
"596",1145,677,19.6,445,0,271,680.7473529,53,8.704600484,265,0,222,0.02818966,3,6.333333333,1198,27.74193548,0.411569037,60.73840612,3878,90,1569,0.586344929,7.2,11,68.1,719,60.88137498,21.49664414,126,15.60870551,3.157241924,39.3,7.114308553,47.7363703,28.9,83.56508876,299,79.60010455,63.96396396,474,21.05263158,1287,2373,61.19133574,24,130,28.9,21.5,17.5,9132.817355,61,71.93586648,"ILLINOIS","BOND","IL",40.93592451,0,0
"597",84,2161,9.3,2905,6.019860066,1236,1327.180363,114,11.61584894,246,22,445,0.092160802,1231,79.5,273,24.98546606,1.362136656,19.36305733,13990,217,1716,0.658028128,7.3,30,39.9,3002,48.66867621,13.95513015,431,12.96811272,20.14819457,15.5,16.21998883,50.115201,30.6,75.36570743,209.7,83.49810203,60.6741573,2,27.27272727,285,6925,49.4996426,31,760,44.7,14.1,18,9317.474989,107,67.8948464,"ILLINOIS","BOONE","IL",146.5532339,0,0
"598",1556,168,19.6,175,0,2153,829.9721004,12,4.417448923,118,0,65,0.029061319,1176,14.5,237,20.01811594,0.305143854,41.06962664,2478,286,2025,1.220575414,6.9,12,66.25,160,60.88137498,17.43596822,29,12.69887185,5.884917175,19.9,8.177570094,35.65823888,30,87.5,174.5,86.66417632,64.61538462,2,50,290,1121,45.23809524,24,35,17,14.1,0,7536.675473,86.5,52.39235192,"ILLINOIS","BROWN","IL",208.7081684,0,0
"599",1445,1430,22.6,1740,8.965758952,31,4276.091287,61,9.507155924,211,22,427,0.028870861,1090,31,286,30.96601756,0.750642377,57.39035966,7962,69,2056,0.383982447,5.7,15,75.8,1767,57.71041521,17.9315179,231,19.15625091,7.881744955,16.4,11.93415638,51.02058492,31,83.81043257,176.3,81.14313931,58.78220141,299,33.33333333,314,4342,54.53403667,19,371,22.7,18.3,16.2,8994.648012,133,88.47216189,"ILLINOIS","BUREAU","IL",92.52212323,0,0
"600",518,171,19.6,245,0,839,237.3108163,6,9.979879276,151,0,71,0,1465,16.5,1067,13.20072333,0.276352152,100,1085,287,68,0.177654955,7.6,2,82.1,248,60.88137498,17.43596822,25,21.7989629,0.967232531,19.9,11.9804401,49.94078168,29.5,88.1097561,118.9,74.60695569,60.56338028,1191,0,1098,684,63.04147465,24,56,52.1,14.1,17.5,9426.116599,21,86.49093848,"ILLINOIS","CALHOUN","IL",357.8011493,0,0
"601",520,614,19.6,710,0,837,569.079417,29,8.905755851,196,0,237,0.019743337,1465,9,1065,37.43969122,0.38828562,81.87430948,3232,287,307,0.375123396,8.6,5,78.1,704,92.08809761,27.24374983,108,22.45686497,3.093122738,19.9,10.12838802,49.89799276,30.5,88.85167464,191.3,81.006448,60.33755274,674,27.77777778,1092,1817,56.21905941,12,145,32,7.6,17.5,8970.448507,61,65.21410721,"ILLINOIS","CARROLL","IL",66.62225183,0,0
"602",1624,637,19.6,615,0,2110,423.8592813,35,7.953763589,158,0,136,0.051493306,1465,7,2039,41.07834376,0.478152126,52.13311831,3595,287,382,0.522289245,6.9,1,63,578,60.88137498,15.69940866,148,15.75198681,17.3973812,19.9,12.16617211,49.56598499,30.3,84.97252747,257.8,77.76324395,55.14705882,2,46.15384615,2062,1426,39.66620306,24,189,32.8,14.1,17.5,8861.810982,43,68.44397427,"ILLINOIS","CASS","IL",66.03150646,0,0
"603",2658,8530,18.2,15175,8.258060744,1498,7750.941167,1363,8.031459727,333,113,1135,0.095353376,395,1223.5,2024,36.81868161,9.302141746,12.71030082,51198,265,1169,0.360663027,8.3,182,42.5,8006,64.61743249,8.111900377,1420,10.56642201,5.358069218,16.1,19.492614,50.0679331,27.4,86.1220427,675.8,68.33763699,74.27312775,106,38.46153846,2130,39726,77.59287472,100,1716,13,10,21.8,8108.293134,420,54.13663204,"ILLINOIS","CHAMPAIGN","IL",616.3696908,2.777046976,0
"604",754,1681,15.6,1830,9.789325556,611,892.6868318,79,9.23555863,261,24,490,0.031600115,374,50.83333334,912,34.96421601,0.551565642,43.45114943,8231,382,1890,0.160873312,9.6,17,59.5,1602,71.93344593,17.53920829,358,17.89075582,1.459350761,22.1,12.94658649,49.18126975,32.2,83.45673077,226.6,82.13726514,66.73469388,2,30.76923077,979,4422,53.72372737,23,265,37.1,14.1,17.5,9938.888206,104,97.00522551,"ILLINOIS","CHRISTIAN","IL",206.6651097,0,0
"605",1276,711,19.6,675,8.606074167,168,450.3350217,53,10.21211736,392,10,196,0.018533391,165,38.5,1410,26.88085676,0.315067647,59.54086318,3804,124,166,0.179156113,7.4,6,71.3,804,60.88137498,28.40004475,145,18.24912086,1.210848212,19.9,10.0074129,51.2324705,31.1,83.56807512,328,83.50305499,63.26530612,2,21.73913044,1435,2306,60.62039958,24,137,26.8,14.1,17.5,9553.45307,59,78.29915172,"ILLINOIS","CLARK","IL",309.9714182,0,0
"606",1564,690,19.6,740,0,2147,646.5463433,22,10.58934762,353,0,195,0,1465,9,2084,34.06318424,0.544701867,64.7339848,3129,287,2044,0.239668821,7.2,6,76.1,672,60.88137498,23.48760263,162,18.37861398,1.183818723,19.9,13.17898486,50.77347665,29.6,81.73076923,160.3,83.20503849,68.71794872,2,33.33333333,2117,1655,52.89229786,24,111,22.9,14.1,17.5,11483.26428,53,130.3422584,"ILLINOIS","CLAY","IL",65.04770165,0,0
"607",659,1071,23.2,1220,4.229467856,705,1338.713384,95,7.589727562,265,11,389,0.057688274,535,47,756,21.89667544,0.443150829,48.7580107,10047,451,356,0.33301867,6.6,12,55.6,1457,40.78897532,18.84035681,242,15.35429968,2.889658066,16.7,8.714285714,48.45552759,28,82.65151515,250.3,82.61967442,67.86632391,2,58.53658537,835,6798,67.66198865,14,281,35.7,13.1,14.2,8818.083129,104,54.41710343,"ILLINOIS","CLINTON","IL",153.0113945,0,0
"608",2129,2436,13.5,3985,7.219482978,1799,3183.482288,312,8.891600259,358,27,521,0.029760798,1323,147,2268,36.2745098,0.946765373,24.28860468,11185,268,1668,0.238086381,6.8,31,53.4,2332,60.69188752,17.91501332,408,14.39753984,2.168818124,10.5,19.06242526,51.87493025,29.4,87.80582524,578.7,76.43607418,66.79462572,1167,34.04255319,16,7047,63.00402325,24,316,18.8,8.8,17.5,8953.321206,143,97.91841734,"ILLINOIS","COLES","IL",272.4543129,2.673882585,0
"609",1311,312411,21.2,461230,10.58715334,140,91537.32413,36769,9.254208192,306,3845,39447,0.077884996,1203,33746.33333,1630,37.88155396,6.569362524,0.045296385,1546541,210,1149,0.773307291,9.2,4814,48.4,241400,68.03243235,7.459193339,54624,12.38075977,24.31218209,18.3,23.81795836,51.55626151,26.2,80.8811474,704.8,62.6275536,61.80444647,1555,38.24451411,1650,1029231,66.55051499,3377,59882,49.4,16.7,24.2,10704.30402,12521,69.86237397,"ILLINOIS","COOK","IL",696.8934929,11.58116175,3750000
"610",1223,828,19.6,900,8.60492632,209,1034.204558,121,9.085146841,402,12,277,0.045484409,727,35.5,250,24.63839176,0.555920554,60.16551446,4699,372,1993,0.29817557,9.5,9,66.4,860,79.58371595,18.64400703,175,17.53571429,1.965937232,18.8,11.50895141,48.0618588,32.6,82.57261411,609.4,84.11887625,67.14801444,2,38.46153846,381,2929,62.33241115,13,145,15.2,21.5,17.5,8968.751137,66,88.33457377,"ILLINOIS","CRAWFORD","IL",222.0068166,0,0
"611",1646,455,19.6,360,0,2094,16.18737297,25,9.31913275,366,0,131,0.018058691,1465,11.5,153,24.50229709,0.25282167,100,2549,287,2025,0.171557562,7.7,12,79.5,490,60.88137498,16.7726786,89,17.21371262,0.731376975,19.9,8.633093525,50.13092551,28.7,87.57246377,225.3,79.46428571,57.2519084,2,19.23076923,178,1456,57.12043939,24,118,33.5,14.1,7.4,8474.751592,44,78.31259629,"ILLINOIS","CUMBERLAND","IL",121.2121212,0,0
"612",745,3609,23.8,7500,4.197953078,621,12038.55053,519,8.25654071,258,30,840,0.064106244,1330,213.6666667,2065,24.24176588,2.536502287,20.30524914,26561,415,266,0.407600896,6.6,36,42.1,4901,45.84172877,14.1331087,565,10.40647922,10.39765008,20,19.82815598,50.23154793,30.1,85.31903276,495.5,78.00529461,64.88095238,1653,40,2150,18513,69.699936,43,978,39.4,13.2,13.5,9754.710825,219,76.2814594,"ILLINOIS","DEKALB","IL",230.8595466,0,125000
"613",1252,605,19.6,670,11.99112657,187,196.7663395,34,8.016212565,269,14,218,0.036302033,1465,50.83333334,846,30.68150209,0.429574056,48.75309462,3965,287,2088,0.187560503,9.3,7,61.2,712,60.88137498,14.56065369,129,17.3481806,2.075266215,19.9,9.838472834,50.30856728,30.3,83.92045455,205.1,83.45845198,61.9266055,957,27.27272727,881,2154,54.32534678,24,133,39.9,14.1,17.5,8766.275601,51,67.19531602,"ILLINOIS","DE WITT","IL",206.6651097,0,0
"614",1427,821,19.6,800,0,48,560.5050709,45,7.708823229,345,0,139,0.015138517,1465,24.5,2248,22.57680872,0.469294041,61.63663664,4889,287,560,0.232123934,6.2,5,47,754,47.99616031,14.258013,140,16.09832267,6.368269668,19.9,10.5680317,50.7342181,30.2,87.51190476,226.9,73.41040462,58.99280576,2,47.82608696,2255,2433,49.76477807,10,383,34.3,14.1,10.3,8835.580439,47,80.04542639,"ILLINOIS","DOUGLAS","IL",147.5681373,0,0
"615",1190,22179,20.1,51655,7.412767167,236,36314.3015,1601,7.259675181,296,473,8686,0.044572536,1466,843.3333333,1535,19.3554394,10.52420332,0.047550288,244935,421,898,0.416407021,7.4,1237,30.8,38348,39.25078965,5.140354399,3299,12.48767494,13.58640148,12.2,15.39848862,50.97464558,24.8,91.57671254,173.4,78.05766003,65.95671195,652,27.6119403,1554,188694,77.03839794,360,7764,41.7,11.7,19.4,10022.19355,1402,59.51280507,"ILLINOIS","DUPAGE","IL",100.0672784,1.488822158,0
"616",592,939,19.6,920,0,763,2442.044938,47,9.270791483,381,0,232,0.021704922,1144,64,683,35.3460972,0.217049216,51.80340224,4215,480,321,0.179065603,7.2,6,56.4,923,60.88137498,12.88317987,194,19.49315596,1.172065766,19.9,11.68253968,51.47864778,32.5,81.06540084,255.5,79.08144058,55.17241379,1320,36.84210526,708,2430,57.65124555,24,143,30.1,15.6,17.5,10322.67313,53,91.22334756,"ILLINOIS","EDGAR","IL",344.0120404,0,0
"617",943,238,19.6,280,23.33029333,439,264.024029,9,8.225538972,399,11,75,0,1465,7,1287,23.63396972,0.32988454,100,1526,287,2025,0.209926526,7.2,12,107.4,248,161.0046691,33.93497211,56,18.76122083,0.989653621,19.9,10.03584229,50.63727695,27.3,92.5,136,82.76220145,58.66666667,2,20,1308,992,65.00655308,10,64,28.2,14.1,17.5,9672.612984,36,76.28780767,"ILLINOIS","EDWARDS","IL",137.1742113,0,0
"618",2960,1189,31.1,1155,9.165444607,1320,1414.392114,93,7.016767196,339,22,418,0.026258206,863,46,1913,23.64419969,0.443471918,59.69861574,8144,2,1422,0.195477754,7.9,24,75.9,1268,60.73401394,22.91361152,311,15.79483597,1.77972283,16.1,8.580980684,50.18818381,27.1,87.64583333,271.3,81.99696545,67.46411483,2,20.93023256,1938,5433,66.71168959,21,312,15.3,11,17.3,8990.149952,130,74.17427564,"ILLINOIS","EFFINGHAM","IL",134.1362066,0,0
"619",811,1276,19.6,780,13.07582672,558,2801.996612,51,10.4799514,300,20,272,0.022550965,887,33.5,446,25.94021215,0.230019845,66.98735321,5323,446,739,0.202958687,8.6,4,67.2,1035,60.88137498,19.61374008,221,16.50767693,1.492873895,18.3,9.541284404,47.3480065,32.2,84.13507109,230.4,80.01475704,61.39705882,1588,36.84210526,579,2605,48.93856848,24,212,27.1,14.1,17.5,11448.81909,74,143.6132523,"ILLINOIS","FAYETTE","IL",156.1152923,0,0
"620",1841,584,19.6,570,0,1967,662.9236134,32,8.533003555,316,0,157,0.021476126,1465,42.5,251,16.1956852,0.336459303,41.77970315,3216,287,1399,0.2505548,9.1,10,69.4,552,60.88137498,22.26810802,106,19.18189606,2.269310616,19.9,10.10638298,50.94852889,30.7,68.83116883,229,80.95530641,69.42675159,2,16.66666667,305,2071,64.39676617,24,114,35.5,14.1,17.5,9759.411867,49,71.66300792,"ILLINOIS","FORD","IL",385.0160801,0,0
"621",1439,2358,12,1870,16.99776136,36,1901.79291,125,11.20355925,317,47,595,0.00758016,1273,114.5,145,39.571348,0.351214089,48.58067289,9287,175,136,0.333527049,8.1,15,86,1939,82.85232953,19.52934284,419,18.68196006,1.311367714,19.9,11.52187308,51.08269955,29.7,83.32962138,315.4,85.60253426,55.96638655,2,27.5,172,5949,64.05728438,30,318,31.9,21.5,17.9,10244.49553,170,96.90114523,"ILLINOIS","FRANKLIN","IL",332.86819,0,0
"622",697,1589,15.4,1630,11.4887946,666,1470.55814,76,9.704452763,146,30,433,0.010829836,493,54,977,32.71696585,0.354677136,60.02589765,9200,437,499,0.59834845,7.7,10,66.1,1737,63.98157331,17.99911153,304,18.5179122,2.498984703,16.9,11.10732538,48.11696223,30.3,87.14895636,205.6,81.65692267,57.50577367,495,42.30769231,1057,5114,55.58695652,20,273,41.7,14.1,17.5,8712.166282,123,95.67329311,"ILLINOIS","FULTON","IL",167.5223751,0,0
"623",1267,286,19.6,170,0,175,1823.618927,9,8.619344774,393,0,93,0,1465,6,237,32.90909091,0.090563304,100,1224,287,737,0.271689911,7.7,1,93.5,221,60.88137498,17.43596822,64,21.60220995,1.21354827,19.9,7.157894737,51.00525267,29.9,84.02776282,162.8,83.74205268,58.06451613,1106,10,290,659,53.83986928,24,55,36.3,14.1,17.5,9109.102194,27,121.1292281,"ILLINOIS","GALLATIN","IL",107.3537305,0,0
"624",1591,606,19.6,565,0,2131,71.50423486,37,8.78870674,168,0,197,0.014479114,1136,25.5,198,28.42820181,0.123072468,70.84833645,3247,419,2054,0.217186708,9.2,6,75.8,579,77.56146746,23.29609335,147,17.63406011,0.883225947,45.7,9.7582038,49.50409035,30.4,84.18508287,268.2,75.27006814,55.83756345,2,45.45454546,239,1704,52.47921158,10,125,40.2,14.1,17.5,10287.45245,53,110.0185802,"ILLINOIS","GREENE","IL",204.622051,0,0
"625",1751,1432,19.6,2490,13.66821472,2031,1669.385987,56,10.20378823,285,45,537,0.045910933,1144,48.66666667,664,25.00374756,0.77050522,24.37528714,13961,175,404,0.341337805,7.2,15,55,2839,57.41485007,14.57942903,281,11.87923868,8.455596144,16.8,13.86414254,50.15669601,34.2,85.43426104,111.7,85.43663936,64.61824953,935,46.51162791,667,8729,62.52417449,31,452,43.4,13.7,12.3,10683.49521,134,81.607122,"ILLINOIS","GRUNDY","IL",103.1066165,0,0
"626",2528,426,19.6,320,0,1572,489.6768731,5,7.802776448,357,0,95,0.011869436,1465,3,1429,31.28964059,0.225519288,68.09743408,1897,287,973,0.332344214,8.6,1,73.3,326,60.88137498,16.87251131,81,20.01194743,1.329376855,19.9,9.129814551,51.0148368,29.1,97.5,59.3,78.4114053,50.52631579,2,100,1451,1196,63.04691618,24,80,39.9,14.1,17.5,9104.11765,31,126.7609026,"ILLINOIS","HAMILTON","IL",53.66726297,0,0
"627",1277,809,19.6,820,0,167,3401.782163,45,9.219137892,66,0,285,0.062968988,1465,12,1012,27.28628231,0.283360445,70.97466499,4121,287,179,0.24138112,5.6,7,56.2,817,60.88137498,21.4492282,171,20.82473135,1.128194364,27.2,10.2372035,50.7372619,28.1,85.30730897,236.5,80.48529243,61.40350877,2,39.13043478,1024,2431,58.99053628,24,170,32.6,13.9,17.5,8464.443471,54,71.05386633,"ILLINOIS","HANCOCK","IL",90.94353922,0,0
"628",2505,262,19.6,190,0,1587,380.5509689,8,10.67055394,396,0,71,0.093392482,1465,12,1715,35.77981651,0.653747373,100,971,287,1421,0.607051132,9.8,3,145.3,183,60.88137498,44.72986357,34,21.70032879,1.587672192,19.9,10.16042781,49.98832594,31.1,84.02776282,186.9,83.84308511,40.84507042,419,14.28571429,1719,579,59.6292482,24,38,26.8,14.1,17.5,10412.38603,32,174.0214952,"ILLINOIS","HARDIN","IL",277.7777778,0,0
"629",872,264,19.6,365,0,502,32.19109606,15,8.13029661,87,0,104,0.069386622,1465,20.5,1440,32.32607168,0.263669165,99.6589824,1476,287,474,0.291423814,6.1,2,75,307,60.88137498,33.95521684,67,22.22064461,1.15181793,19.9,11.24807396,50.80488482,31.1,82.5,208.4,78.59799714,55.76923077,1292,62.5,1463,891,60.36585366,24,82,32.5,14.1,17.5,8358.417825,28,52.4678742,"ILLINOIS","HENDERSON","IL",305.4003724,0,0
"630",669,1727,17.6,2115,3.677354568,694,2660.657104,109,7.357759905,167,13,628,0.025853154,1464,71.33333333,336,24.12454718,0.417627874,50.27532385,11456,297,214,0.256542837,6.7,18,65,1976,36.72719853,14.14367141,397,17.63533048,4.882268714,23.9,10.3498899,50.2366558,28.5,83.72257053,216.6,82.69916273,60.35031847,983,33.33333333,368,7122,62.16829609,18,404,30.5,14.1,20.2,8694.767823,164,68.01798369,"ILLINOIS","HENRY","IL",164.7345003,0,0
"631",1308,1277,20.3,1375,10.87779039,143,1040.839437,39,8.338427681,341,23,415,0.023747328,951,19.33333333,494,26.42449099,0.410489534,71.74103237,6467,2,158,0.268005564,6.2,11,70.5,1364,59.59475566,21.28263337,238,19.69562244,5.743461004,24.3,11.61808196,51.09407335,32.4,83.74368687,132.3,79.34241359,58.31325301,1064,46.80851064,529,3828,59.19282511,17,305,30.8,14.1,16.7,9325.662848,106,82.05858659,"ILLINOIS","IROQUOIS","IL",67.40267287,5.675368899,0
"632",110,3199,14.7,4705,8.838079223,1227,6332.590282,737,7.646119451,272,37,519,0.079649542,89,308.6666667,1861,39.07641131,3.529470331,37.16662792,14451,415,1019,0.50776583,7.8,66,52.1,2394,75.63760134,12.65995132,462,12.10567495,4.113566972,17.7,19.78969506,49.35118811,27.9,89.63537906,1220.9,78.36723686,62.23506744,2,36.84210526,1933,11077,76.6521348,32,424,18.4,21,21,9459.22549,156,73.14092873,"ILLINOIS","JACKSON","IL",550.4827127,0,0
"633",546,359,19.6,335,0,818,446.5111442,13,8.324747579,379,0,116,0.020557097,1465,22.5,1502,26.77746999,0.339192106,69.8597649,2240,287,676,0.15417823,9.9,2,82,404,60.88137498,27.6633228,68,17.78656127,0.997019221,19.9,8.36454432,50.1798746,30,82.5,133.8,79.84096282,60.34482759,90,25,1519,1483,66.20535714,24,94,37.9,14.1,17.5,9976.305662,40,92.00772202,"ILLINOIS","JASPER","IL",231.6602317,0,0
